plug_label,colony_id,treatment,bleach_treat,symbiont_treat,bleach_bath,tank,position,treat_tank,full,y,x,coord_plot
732,D,C,C,C,D,2,40,C_2,C_2_40,7,7,"7, 7"
764,D,L_RIC,Low,RIC,A,1,38,L_RIC_1,L_RIC_1_38,7,3,"7, 3"
810,D,L_RIC,Low,RIC,A,1,16,L_RIC_1,L_RIC_1_16,3,7,"3, 7"
782,D,L_RIC,Low,RIC,C,3,13,L_RIC_3,L_RIC_3_13,3,1,"3, 1"
689,D,L_RIC,Low,RIC,C,3,14,L_RIC_3,L_RIC_3_14,3,3,"3, 3"
751,D,L_RIC,Low,RIC,C,3,6,L_RIC_3,L_RIC_3_6,1,11,"1, 11"
607,D,L_SD,Low,SD,A,1,23,L_SD_1,L_SD_1_23,4,10,"4, 10"
780,D,L_SD,Low,SD,B,2,30,L_SD_2,L_SD_2_30,5,11,"5, 11"
708,D,L_SD,Low,SD,C,3,36,L_SD_3,L_SD_3_36,6,12,"6, 12"
693,D,L_SD,Low,SD,C,3,40,L_SD_3,L_SD_3_40,7,7,"7, 7"
688,D,L_SD,Low,SD,A,1,21,L_SD_1,L_SD_1_21,4,6,"4, 6"
803,D,L_SS8,Low,SS8,C,3,30,L_SS8_3,L_SS8_3_30,5,11,"5, 11"
655,D,L_SS8,Low,SS8,B,2,30,L_SS8_2,L_SS8_2_30,5,11,"5, 11"
610,D,L_SS8,Low,SS8,B,2,21,L_SS8_2,L_SS8_2_21,4,6,"4, 6"
779,D,L_SS8,Low,SS8,A,1,28,L_SS8_1,L_SS8_1_28,5,7,"5, 7"
712,D,L_SS8,Low,SS8,B,2,26,L_SS8_2,L_SS8_2_26,5,3,"5, 3"
641,D,M_RIC,Medium,RIC,A,1,3,M_RIC_1,M_RIC_1_3,1,5,"1, 5"
606,D,M_RIC,Medium,RIC,C,3,24,M_RIC_3,M_RIC_3_24,4,12,"4, 12"
638,D,M_RIC,Medium,RIC,C,3,33,M_RIC_3,M_RIC_3_33,6,6,"6, 6"
759,D,M_RIC,Medium,RIC,B,2,39,M_RIC_2,M_RIC_2_39,7,5,"7, 5"
787,D,M_RIC,Medium,RIC,A,1,20,M_RIC_1,M_RIC_1_20,4,4,"4, 4"
699,D,M_SD,Medium,SD,C,3,33,M_SD_3,M_SD_3_33,6,6,"6, 6"
808,D,M_SD,Medium,SD,C,3,36,M_SD_3,M_SD_3_36,6,12,"6, 12"
602,D,M_SD,Medium,SD,A,1,6,M_SD_1,M_SD_1_6,1,11,"1, 11"
