plug_label,colony_id,treatment,bleach_treat,symbiont_treat,bleach_bath,tank,position,treat_tank,full,y,x,coord_plot
203,B,M_RIC,Medium,RIC,B,2,1,M_RIC_2,M_RIC_2_1,1,1,"1, 1"
204,B,L_SD,Low,SD,C,3,23,L_SD_3,L_SD_3_23,4,10,"4, 10"
205,B,S_SS8,Severe,SS8,C,3,29,S_SS8_3,S_SS8_3_29,5,9,"5, 9"
206,B,S_RIC,Severe,RIC,A,1,26,S_RIC_1,S_RIC_1_26,5,3,"5, 3"
207,B,S_SD,Severe,SD,C,3,13,S_SD_3,S_SD_3_13,3,1,"3, 1"
208,B,C,Control,C,D,1,11,C_1,C_1_11,2,10,"2, 10"
209,B,S_SD,Severe,SD,C,3,2,S_SD_3,S_SD_3_2,1,3,"1, 3"
210,B,S_SS8,Severe,SS8,B,2,8,S_SS8_2,S_SS8_2_8,2,4,"2, 4"
211,B,S_SS8,Severe,SS8,B,2,6,S_SS8_2,S_SS8_2_6,1,11,"1, 11"
212,B,S_SD,Severe,SD,C,3,42,S_SD_3,S_SD_3_42,7,11,"7, 11"
213,B,L_RIC,Low,RIC,A,1,8,L_RIC_1,L_RIC_1_8,2,4,"2, 4"
214,B,M_SD,Medium,SD,C,3,23,M_SD_3,M_SD_3_23,4,10,"4, 10"
215,B,C,Control,C,D,1,16,C_1,C_1_16,3,7,"3, 7"
216,B,L_SD,Low,SD,A,1,31,L_SD_1,L_SD_1_31,6,2,"6, 2"
217,B,L_SD,Low,SD,A,1,18,L_SD_1,L_SD_1_18,3,11,"3, 11"
218,B,C,Control,C,D,3,6,C_3,C_3_6,1,11,"1, 11"
219,B,L_RIC,Low,RIC,B,2,38,L_RIC_2,L_RIC_2_38,7,3,"7, 3"
220,B,S_SD,Severe,SD,A,1,12,S_SD_1,S_SD_1_12,2,12,"2, 12"
221,B,S_SS8,Severe,SS8,C,3,15,S_SS8_3,S_SS8_3_15,3,5,"3, 5"
222,B,S_SS8,Severe,SS8,B,2,5,S_SS8_2,S_SS8_2_5,1,9,"1, 9"
223,B,S_RIC,Severe,RIC,A,1,38,S_RIC_1,S_RIC_1_38,7,3,"7, 3"
224,B,M_SD,Medium,SD,C,3,17,M_SD_3,M_SD_3_17,3,9,"3, 9"
225,B,M_RIC,Medium,RIC,B,2,16,M_RIC_2,M_RIC_2_16,3,7,"3, 7"
226,B,S_SD,Severe,SD,A,1,26,S_SD_1,S_SD_1_26,5,3,"5, 3"
227,B,S_SD,Severe,SD,C,3,39,S_SD_3,S_SD_3_39,7,5,"7, 5"
228,B,S_SD,Severe,SD,A,1,25,S_SD_1,S_SD_1_25,5,1,"5, 1"
229,B,L_SD,Low,SD,B,2,28,L_SD_2,L_SD_2_28,5,7,"5, 7"
230,B,M_SS8,Medium,SS8,C,3,11,M_SS8_3,M_SS8_3_11,2,10,"2, 10"
231,B,M_SS8,Medium,SS8,A,1,1,M_SS8_1,M_SS8_1_1,1,1,"1, 1"
232,B,L_SS8,Low,SS8,C,3,15,L_SS8_3,L_SS8_3_15,3,5,"3, 5"
233,B,M_SS8,Medium,SS8,B,2,13,M_SS8_2,M_SS8_2_13,3,1,"3, 1"
234,B,L_SS8,Low,SS8,B,2,20,L_SS8_2,L_SS8_2_20,4,4,"4, 4"
235,B,C,Control,C,D,1,27,C_1,C_1_27,5,5,"5, 5"
236,B,C,Control,C,D,1,37,C_1,C_1_37,7,1,"7, 1"
237,B,C,Control,C,D,2,26,C_2,C_2_26,5,3,"5, 3"
238,B,S_RIC,Severe,RIC,B,2,7,S_RIC_2,S_RIC_2_7,2,2,"2, 2"
239,B,M_SS8,Medium,SS8,A,1,15,M_SS8_1,M_SS8_1_15,3,5,"3, 5"
240,B,S_RIC,Severe,RIC,A,1,13,S_RIC_1,S_RIC_1_13,3,1,"3, 1"
241,B,M_SS8,Medium,SS8,B,2,29,M_SS8_2,M_SS8_2_29,5,9,"5, 9"
242,B,S_RIC,Severe,RIC,B,2,24,S_RIC_2,S_RIC_2_24,4,12,"4, 12"
243,B,L_SD,Low,SD,B,2,35,L_SD_2,L_SD_2_35,6,10,"6, 10"
244,B,M_SS8,Medium,SS8,B,2,14,M_SS8_2,M_SS8_2_14,3,3,"3, 3"
245,B,L_SS8,Low,SS8,C,3,42,L_SS8_3,L_SS8_3_42,7,11,"7, 11"
246,B,M_RIC,Medium,RIC,B,2,24,M_RIC_2,M_RIC_2_24,4,12,"4, 12"
247,B,C,Control,C,D,3,40,C_3,C_3_40,7,7,"7, 7"
248,B,M_SS8,Medium,SS8,A,1,9,M_SS8_1,M_SS8_1_9,2,6,"2, 6"
249,B,L_SS8,Low,SS8,A,1,32,L_SS8_1,L_SS8_1_32,6,4,"6, 4"
250,B,M_SS8,Medium,SS8,A,1,21,M_SS8_1,M_SS8_1_21,4,6,"4, 6"
251,B,C,Control,C,D,2,12,C_2,C_2_12,2,12,"2, 12"
252,B,L_SD,Low,SD,A,1,15,L_SD_1,L_SD_1_15,3,5,"3, 5"
253,B,M_SD,Medium,SD,A,1,20,M_SD_1,M_SD_1_20,4,4,"4, 4"
255,B,M_SD,Medium,SD,C,3,12,M_SD_3,M_SD_3_12,2,12,"2, 12"
256,B,S_SS8,Severe,SS8,A,1,21,S_SS8_1,S_SS8_1_21,4,6,"4, 6"
257,B,M_SD,Medium,SD,A,1,38,M_SD_1,M_SD_1_38,7,3,"7, 3"
258,B,M_SD,Medium,SD,C,3,32,M_SD_3,M_SD_3_32,6,4,"6, 4"
259,B,M_RIC,Medium,RIC,B,2,6,M_RIC_2,M_RIC_2_6,1,11,"1, 11"
260,B,S_SS8,Severe,SS8,A,1,6,S_SS8_1,S_SS8_1_6,1,11,"1, 11"
261,B,S_RIC,Severe,RIC,B,2,28,S_RIC_2,S_RIC_2_28,5,7,"5, 7"
262,B,M_SS8,Medium,SS8,A,1,16,M_SS8_1,M_SS8_1_16,3,7,"3, 7"
263,B,L_RIC,Low,RIC,C,3,10,L_RIC_3,L_RIC_3_10,2,8,"2, 8"
264,B,C,Control,C,D,3,13,C_3,C_3_13,3,1,"3, 1"
265,B,S_RIC,Severe,RIC,A,1,3,S_RIC_1,S_RIC_1_3,1,5,"1, 5"
266,B,S_RIC,Severe,RIC,B,2,6,S_RIC_2,S_RIC_2_6,1,11,"1, 11"
267,B,L_RIC,Low,RIC,B,2,34,L_RIC_2,L_RIC_2_34,6,8,"6, 8"
268,B,L_RIC,Low,RIC,C,3,40,L_RIC_3,L_RIC_3_40,7,7,"7, 7"
269,B,L_RIC,Low,RIC,C,3,30,L_RIC_3,L_RIC_3_30,5,11,"5, 11"
270,B,L_SS8,Low,SS8,A,1,27,L_SS8_1,L_SS8_1_27,5,5,"5, 5"
271,B,M_SD,Medium,SD,B,2,6,M_SD_2,M_SD_2_6,1,11,"1, 11"
272,B,S_SS8,Severe,SS8,C,3,19,S_SS8_3,S_SS8_3_19,4,2,"4, 2"
273,B,C,Control,C,D,3,7,C_3,C_3_7,2,2,"2, 2"
274,B,S_RIC,Severe,RIC,C,3,29,S_RIC_3,S_RIC_3_29,5,9,"5, 9"
275,B,S_SD,Severe,SD,C,3,38,S_SD_3,S_SD_3_38,7,3,"7, 3"
276,B,L_SD,Low,SD,B,2,33,L_SD_2,L_SD_2_33,6,6,"6, 6"
277,B,S_SS8,Severe,SS8,A,1,4,S_SS8_1,S_SS8_1_4,1,7,"1, 7"
278,B,M_SD,Medium,SD,A,1,21,M_SD_1,M_SD_1_21,4,6,"4, 6"
279,B,M_RIC,Medium,RIC,C,3,21,M_RIC_3,M_RIC_3_21,4,6,"4, 6"
280,B,L_SD,Low,SD,A,1,2,L_SD_1,L_SD_1_2,1,3,"1, 3"
281,B,S_RIC,Severe,RIC,B,2,1,S_RIC_2,S_RIC_2_1,1,1,"1, 1"
282,B,M_SS8,Medium,SS8,A,1,13,M_SS8_1,M_SS8_1_13,3,1,"3, 1"
283,B,M_RIC,Medium,RIC,A,1,31,M_RIC_1,M_RIC_1_31,6,2,"6, 2"
284,B,L_RIC,Low,RIC,A,1,21,L_RIC_1,L_RIC_1_21,4,6,"4, 6"
285,B,M_RIC,Medium,RIC,C,3,42,M_RIC_3,M_RIC_3_42,7,11,"7, 11"
286,B,M_RIC,Medium,RIC,A,1,19,M_RIC_1,M_RIC_1_19,4,2,"4, 2"
287,B,L_SS8,Low,SS8,A,1,38,L_SS8_1,L_SS8_1_38,7,3,"7, 3"
288,B,S_SS8,Severe,SS8,A,1,8,S_SS8_1,S_SS8_1_8,2,4,"2, 4"
289,B,L_RIC,Low,RIC,A,1,25,L_RIC_1,L_RIC_1_25,5,1,"5, 1"
290,B,M_RIC,Medium,RIC,C,3,32,M_RIC_3,M_RIC_3_32,6,4,"6, 4"
291,B,L_RIC,Low,RIC,B,2,25,L_RIC_2,L_RIC_2_25,5,1,"5, 1"
292,B,L_SS8,Low,SS8,C,3,11,L_SS8_3,L_SS8_3_11,2,10,"2, 10"
293,B,S_SD,Severe,SD,A,1,11,S_SD_1,S_SD_1_11,2,10,"2, 10"
294,B,M_SS8,Medium,SS8,B,2,24,M_SS8_2,M_SS8_2_24,4,12,"4, 12"
295,B,M_SS8,Medium,SS8,B,2,25,M_SS8_2,M_SS8_2_25,5,1,"5, 1"
296,B,C,Control,C,D,3,35,C_3,C_3_35,6,10,"6, 10"
297,B,L_SD,Low,SD,B,2,5,L_SD_2,L_SD_2_5,1,9,"1, 9"
298,B,L_SS8,Low,SS8,B,2,36,L_SS8_2,L_SS8_2_36,6,12,"6, 12"
299,B,C,Control,C,D,1,24,C_1,C_1_24,4,12,"4, 12"
300,B,L_RIC,Low,RIC,B,2,29,L_RIC_2,L_RIC_2_29,5,9,"5, 9"
301,B,L_SD,Low,SD,A,1,11,L_SD_1,L_SD_1_11,2,10,"2, 10"
302,B,L_SS8,Low,SS8,C,3,10,L_SS8_3,L_SS8_3_10,2,8,"2, 8"
303,B,S_SD,Severe,SD,C,3,24,S_SD_3,S_SD_3_24,4,12,"4, 12"
304,B,M_SD,Medium,SD,C,3,8,M_SD_3,M_SD_3_8,2,4,"2, 4"
305,B,L_SS8,Low,SS8,B,2,33,L_SS8_2,L_SS8_2_33,6,6,"6, 6"
306,B,M_RIC,Medium,RIC,A,1,36,M_RIC_1,M_RIC_1_36,6,12,"6, 12"
307,B,S_SS8,Severe,SS8,B,2,27,S_SS8_2,S_SS8_2_27,5,5,"5, 5"
308,B,M_SD,Medium,SD,A,1,2,M_SD_1,M_SD_1_2,1,3,"1, 3"
309,B,M_SD,Medium,SD,C,3,37,M_SD_3,M_SD_3_37,7,1,"7, 1"
310,B,C,Control,C,D,3,26,C_3,C_3_26,5,3,"5, 3"
311,B,M_SD,Medium,SD,B,2,1,M_SD_2,M_SD_2_1,1,1,"1, 1"
312,B,S_SD,Severe,SD,C,3,40,S_SD_3,S_SD_3_40,7,7,"7, 7"
313,B,L_SS8,Low,SS8,C,3,5,L_SS8_3,L_SS8_3_5,1,9,"1, 9"
314,B,C,Control,C,D,3,31,C_3,C_3_31,6,2,"6, 2"
315,B,M_SD,Medium,SD,B,2,14,M_SD_2,M_SD_2_14,3,3,"3, 3"
316,B,S_SD,Severe,SD,C,3,29,S_SD_3,S_SD_3_29,5,9,"5, 9"
317,B,S_RIC,Severe,RIC,C,3,11,S_RIC_3,S_RIC_3_11,2,10,"2, 10"
318,B,M_SS8,Medium,SS8,A,1,14,M_SS8_1,M_SS8_1_14,3,3,"3, 3"
319,B,S_SS8,Severe,SS8,C,3,23,S_SS8_3,S_SS8_3_23,4,10,"4, 10"
320,B,S_SS8,Severe,SS8,B,2,1,S_SS8_2,S_SS8_2_1,1,1,"1, 1"
321,B,S_RIC,Severe,RIC,C,3,9,S_RIC_3,S_RIC_3_9,2,6,"2, 6"
322,B,M_SD,Medium,SD,C,3,35,M_SD_3,M_SD_3_35,6,10,"6, 10"
323,B,L_SD,Low,SD,C,3,5,L_SD_3,L_SD_3_5,1,9,"1, 9"
324,B,C,Control,C,D,2,10,C_2,C_2_10,2,8,"2, 8"
325,B,C,Control,C,D,1,1,C_1,C_1_1,1,1,"1, 1"
325,B,L_RIC,Low,RIC,A,1,20,L_RIC_1,L_RIC_1_20,4,4,"4, 4"
326,B,S_RIC,Severe,RIC,A,1,1,S_RIC_1,S_RIC_1_1,1,1,"1, 1"
327,B,L_SS8,Low,SS8,C,3,41,L_SS8_3,L_SS8_3_41,7,9,"7, 9"
328,B,C,Control,C,D,1,29,C_1,C_1_29,5,9,"5, 9"
329,B,S_SS8,Severe,SS8,B,2,11,S_SS8_2,S_SS8_2_11,2,10,"2, 10"
330,B,C,Control,C,D,2,32,C_2,C_2_32,6,4,"6, 4"
330,B,M_RIC,Medium,RIC,C,3,38,M_RIC_3,M_RIC_3_38,7,3,"7, 3"
331,C,S_SD,Severe,SD,C,3,20,S_SD_3,S_SD_3_20,4,4,"4, 4"
333,C,S_RIC,Severe,RIC,A,1,23,S_RIC_1,S_RIC_1_23,4,10,"4, 10"
334,C,L_SD,Low,SD,A,1,40,L_SD_1,L_SD_1_40,7,7,"7, 7"
335,C,S_RIC,Severe,RIC,C,3,36,S_RIC_3,S_RIC_3_36,6,12,"6, 12"
336,C,L_RIC,Low,RIC,C,3,36,L_RIC_3,L_RIC_3_36,6,12,"6, 12"
337,C,L_SS8,Low,SS8,A,1,36,L_SS8_1,L_SS8_1_36,6,12,"6, 12"
338,C,L_SD,Low,SD,A,1,26,L_SD_1,L_SD_1_26,5,3,"5, 3"
340,C,S_RIC,Severe,RIC,B,2,38,S_RIC_2,S_RIC_2_38,7,3,"7, 3"
341,C,L_SS8,Low,SS8,A,1,20,L_SS8_1,L_SS8_1_20,4,4,"4, 4"
342,C,L_SD,Low,SD,C,3,17,L_SD_3,L_SD_3_17,3,9,"3, 9"
343,C,M_RIC,Medium,RIC,A,1,24,M_RIC_1,M_RIC_1_24,4,12,"4, 12"
347,C,L_SS8,Low,SS8,B,2,13,L_SS8_2,L_SS8_2_13,3,1,"3, 1"
348,C,S_RIC,Severe,RIC,B,2,8,S_RIC_2,S_RIC_2_8,2,4,"2, 4"
349,C,C,Control,C,D,2,16,C_2,C_2_16,3,7,"3, 7"
350,C,M_SD,Medium,SD,C,3,1,M_SD_3,M_SD_3_1,1,1,"1, 1"
353,C,L_RIC,Low,RIC,A,1,27,L_RIC_1,L_RIC_1_27,5,5,"5, 5"
354,C,C,Control,C,D,3,22,C_3,C_3_22,4,8,"4, 8"
357,C,S_SD,Severe,SD,C,3,5,S_SD_3,S_SD_3_5,1,9,"1, 9"
359,C,M_SS8,Medium,SS8,C,3,30,M_SS8_3,M_SS8_3_30,5,11,"5, 11"
361,C,L_SS8,Low,SS8,B,2,42,L_SS8_2,L_SS8_2_42,7,11,"7, 11"
364,C,M_SD,Medium,SD,B,2,42,M_SD_2,M_SD_2_42,7,11,"7, 11"
366,C,M_SS8,Medium,SS8,A,1,20,M_SS8_1,M_SS8_1_20,4,4,"4, 4"
368,C,S_SD,Severe,SD,B,2,25,S_SD_2,S_SD_2_25,5,1,"5, 1"
369,C,M_RIC,Medium,RIC,A,1,9,M_RIC_1,M_RIC_1_9,2,6,"2, 6"
372,C,M_RIC,Medium,RIC,C,3,39,M_RIC_3,M_RIC_3_39,7,5,"7, 5"
373,C,C,Control,C,D,3,30,C_3,C_3_30,5,11,"5, 11"
374,C,S_SS8,Severe,SS8,C,3,39,S_SS8_3,S_SS8_3_39,7,5,"7, 5"
375,C,M_SD,Medium,SD,A,1,33,M_SD_1,M_SD_1_33,6,6,"6, 6"
378,C,S_SS8,Severe,SS8,C,3,2,S_SS8_3,S_SS8_3_2,1,3,"1, 3"
384,C,S_RIC,Severe,RIC,B,2,26,S_RIC_2,S_RIC_2_26,5,3,"5, 3"
385,C,C,Control,C,D,1,2,C_1,C_1_2,1,3,"1, 3"
386,C,M_SD,Medium,SD,C,3,2,M_SD_3,M_SD_3_2,1,3,"1, 3"
387,C,M_RIC,Medium,RIC,B,2,32,M_RIC_2,M_RIC_2_32,6,4,"6, 4"
388,C,M_SD,Medium,SD,B,2,23,M_SD_2,M_SD_2_23,4,10,"4, 10"
390,C,C,Control,C,D,2,30,C_2,C_2_30,5,11,"5, 11"
391,C,L_SD,Low,SD,B,2,20,L_SD_2,L_SD_2_20,4,4,"4, 4"
392,C,S_RIC,Severe,RIC,C,3,25,S_RIC_3,S_RIC_3_25,5,1,"5, 1"
394,C,M_SS8,Medium,SS8,A,1,36,M_SS8_1,M_SS8_1_36,6,12,"6, 12"
395,C,S_SD,Severe,SD,A,1,7,S_SD_1,S_SD_1_7,2,2,"2, 2"
398,C,S_SD,Severe,SD,C,3,33,S_SD_3,S_SD_3_33,6,6,"6, 6"
399,C,S_RIC,Severe,RIC,A,1,42,S_RIC_1,S_RIC_1_42,7,11,"7, 11"
401,C,M_SS8,Medium,SS8,A,1,33,M_SS8_1,M_SS8_1_33,6,6,"6, 6"
402,C,C,Control,C,D,3,14,C_3,C_3_14,3,3,"3, 3"
403,C,S_SD,Severe,SD,B,2,28,S_SD_2,S_SD_2_28,5,7,"5, 7"
404,C,S_RIC,Severe,RIC,C,3,28,S_RIC_3,S_RIC_3_28,5,7,"5, 7"
407,C,S_SS8,Severe,SS8,C,3,20,S_SS8_3,S_SS8_3_20,4,4,"4, 4"
408,C,C,Control,C,D,2,17,C_2,C_2_17,3,9,"3, 9"
410,C,S_SD,Severe,SD,C,3,36,S_SD_3,S_SD_3_36,6,12,"6, 12"
412,C,C,Control,C,D,1,23,C_1,C_1_23,4,10,"4, 10"
413,C,L_RIC,Low,RIC,A,1,5,L_RIC_1,L_RIC_1_5,1,9,"1, 9"
414,C,S_SD,Severe,SD,A,1,42,S_SD_1,S_SD_1_42,7,11,"7, 11"
417,C,C,Control,C,D,1,40,C_1,C_1_40,7,7,"7, 7"
418,C,L_SS8,Low,SS8,C,3,4,L_SS8_3,L_SS8_3_4,1,7,"1, 7"
421,C,L_SS8,Low,SS8,C,3,39,L_SS8_3,L_SS8_3_39,7,5,"7, 5"
424,C,M_RIC,Medium,RIC,C,3,29,M_RIC_3,M_RIC_3_29,5,9,"5, 9"
428,C,M_SD,Medium,SD,B,2,21,M_SD_2,M_SD_2_21,4,6,"4, 6"
429,C,S_RIC,Severe,RIC,A,1,4,S_RIC_1,S_RIC_1_4,1,7,"1, 7"
430,C,S_SD,Severe,SD,B,2,13,S_SD_2,S_SD_2_13,3,1,"3, 1"
431,C,L_SD,Low,SD,A,1,12,L_SD_1,L_SD_1_12,2,12,"2, 12"
432,C,L_SD,Low,SD,C,3,37,L_SD_3,L_SD_3_37,7,1,"7, 1"
436,C,M_SS8,Medium,SS8,A,1,28,M_SS8_1,M_SS8_1_28,5,7,"5, 7"
439,C,M_SD,Medium,SD,C,3,24,M_SD_3,M_SD_3_24,4,12,"4, 12"
440,C,S_SS8,Severe,SS8,A,1,31,S_SS8_1,S_SS8_1_31,6,2,"6, 2"
441,C,M_SS8,Medium,SS8,C,3,27,M_SS8_3,M_SS8_3_27,5,5,"5, 5"
442,C,L_SD,Low,SD,A,1,8,L_SD_1,L_SD_1_8,2,4,"2, 4"
444,C,S_RIC,Severe,RIC,A,1,29,S_RIC_1,S_RIC_1_29,5,9,"5, 9"
445,C,L_RIC,Low,RIC,B,2,5,L_RIC_2,L_RIC_2_5,1,9,"1, 9"
446,C,M_SD,Medium,SD,A,1,35,M_SD_1,M_SD_1_35,6,10,"6, 10"
447,C,M_RIC,Medium,RIC,A,1,41,M_RIC_1,M_RIC_1_41,7,9,"7, 9"
448,C,C,Control,C,D,2,24,C_2,C_2_24,4,12,"4, 12"
449,C,C,Control,C,D,3,27,C_3,C_3_27,5,5,"5, 5"
452,C,L_SS8,Low,SS8,B,2,3,L_SS8_2,L_SS8_2_3,1,5,"1, 5"
453,C,S_SS8,Severe,SS8,B,2,42,S_SS8_2,S_SS8_2_42,7,11,"7, 11"
454,C,M_RIC,Medium,RIC,C,3,28,M_RIC_3,M_RIC_3_28,5,7,"5, 7"
455,C,S_RIC,Severe,RIC,A,1,35,S_RIC_1,S_RIC_1_35,6,10,"6, 10"
456,C,L_RIC,Low,RIC,A,1,23,L_RIC_1,L_RIC_1_23,4,10,"4, 10"
460,C,M_SS8,Medium,SS8,A,1,30,M_SS8_1,M_SS8_1_30,5,11,"5, 11"
461,C,C,Control,C,D,2,5,C_2,C_2_5,1,9,"1, 9"
463,C,L_RIC,Low,RIC,A,1,7,L_RIC_1,L_RIC_1_7,2,2,"2, 2"
464,C,M_RIC,Medium,RIC,C,3,25,M_RIC_3,M_RIC_3_25,5,1,"5, 1"
465,C,C,Control,C,D,3,23,C_3,C_3_23,4,10,"4, 10"
466,C,S_SS8,Severe,SS8,A,1,9,S_SS8_1,S_SS8_1_9,2,6,"2, 6"
467,C,M_SS8,Medium,SS8,A,1,34,M_SS8_1,M_SS8_1_34,6,8,"6, 8"
470,C,M_SS8,Medium,SS8,A,1,2,M_SS8_1,M_SS8_1_2,1,3,"1, 3"
471,C,M_SD,Medium,SD,C,3,18,M_SD_3,M_SD_3_18,3,11,"3, 11"
473,C,S_SS8,Severe,SS8,A,1,13,S_SS8_1,S_SS8_1_13,3,1,"3, 1"
475,C,L_SS8,Low,SS8,C,3,25,L_SS8_3,L_SS8_3_25,5,1,"5, 1"
477,C,S_RIC,Severe,RIC,B,2,12,S_RIC_2,S_RIC_2_12,2,12,"2, 12"
478,C,S_SS8,Severe,SS8,C,3,42,S_SS8_3,S_SS8_3_42,7,11,"7, 11"
479,C,S_RIC,Severe,RIC,B,2,41,S_RIC_2,S_RIC_2_41,7,9,"7, 9"
480,C,M_SD,Medium,SD,A,1,10,M_SD_1,M_SD_1_10,2,8,"2, 8"
484,C,M_SS8,Medium,SS8,C,3,37,M_SS8_3,M_SS8_3_37,7,1,"7, 1"
485,C,L_SD,Low,SD,B,2,22,L_SD_2,L_SD_2_22,4,8,"4, 8"
486,C,M_SS8,Medium,SS8,B,2,6,M_SS8_2,M_SS8_2_6,1,11,"1, 11"
487,C,C,Control,C,D,2,11,C_2,C_2_11,2,10,"2, 10"
489,C,S_SD,Severe,SD,B,2,5,S_SD_2,S_SD_2_5,1,9,"1, 9"
491,C,L_RIC,Low,RIC,B,2,14,L_RIC_2,L_RIC_2_14,3,3,"3, 3"
493,C,L_SD,Low,SD,B,2,32,L_SD_2,L_SD_2_32,6,4,"6, 4"
495,C,M_SS8,Medium,SS8,C,3,23,M_SS8_3,M_SS8_3_23,4,10,"4, 10"
498,C,L_SS8,Low,SS8,A,1,25,L_SS8_1,L_SS8_1_25,5,1,"5, 1"
501,C,C,Control,C,D,3,37,C_3,C_3_37,7,1,"7, 1"
503,C,M_RIC,Medium,RIC,C,3,14,M_RIC_3,M_RIC_3_14,3,3,"3, 3"
506,C,L_RIC,Low,RIC,A,1,29,L_RIC_1,L_RIC_1_29,5,9,"5, 9"
507,C,S_RIC,Severe,RIC,A,1,36,S_RIC_1,S_RIC_1_36,6,12,"6, 12"
510,C,L_SS8,Low,SS8,B,2,25,L_SS8_2,L_SS8_2_25,5,1,"5, 1"
511,C,S_SS8,Severe,SS8,B,2,36,S_SS8_2,S_SS8_2_36,6,12,"6, 12"
513,C,S_SD,Severe,SD,B,2,17,S_SD_2,S_SD_2_17,3,9,"3, 9"
516,C,M_SD,Medium,SD,B,2,41,M_SD_2,M_SD_2_41,7,9,"7, 9"
517,C,M_RIC,Medium,RIC,C,3,15,M_RIC_3,M_RIC_3_15,3,5,"3, 5"
518,C,M_SS8,Medium,SS8,A,1,22,M_SS8_1,M_SS8_1_22,4,8,"4, 8"
519,C,L_RIC,Low,RIC,C,3,26,L_RIC_3,L_RIC_3_26,5,3,"5, 3"
520,C,M_SD,Medium,SD,A,1,36,M_SD_1,M_SD_1_36,6,12,"6, 12"
521,C,L_SS8,Low,SS8,B,2,28,L_SS8_2,L_SS8_2_28,5,7,"5, 7"
522,C,L_SS8,Low,SS8,C,3,8,L_SS8_3,L_SS8_3_8,2,4,"2, 4"
523,C,M_SS8,Medium,SS8,B,2,31,M_SS8_2,M_SS8_2_31,6,2,"6, 2"
524,C,M_SD,Medium,SD,C,3,29,M_SD_3,M_SD_3_29,5,9,"5, 9"
525,C,L_RIC,Low,RIC,C,3,19,L_RIC_3,L_RIC_3_19,4,2,"4, 2"
527,C,L_RIC,Low,RIC,A,1,33,L_RIC_1,L_RIC_1_33,6,6,"6, 6"
528,C,S_SS8,Severe,SS8,C,3,25,S_SS8_3,S_SS8_3_25,5,1,"5, 1"
529,C,L_SS8,Low,SS8,C,3,33,L_SS8_3,L_SS8_3_33,6,6,"6, 6"
530,C,S_SD,Severe,SD,B,2,39,S_SD_2,S_SD_2_39,7,5,"7, 5"
534,C,L_SS8,Low,SS8,B,2,16,L_SS8_2,L_SS8_2_16,3,7,"3, 7"
535,C,C,Control,C,D,3,12,C_3,C_3_12,2,12,"2, 12"
537,C,L_RIC,Low,RIC,C,3,2,L_RIC_3,L_RIC_3_2,1,3,"1, 3"
538,C,M_SD,Medium,SD,C,3,30,M_SD_3,M_SD_3_30,5,11,"5, 11"
539,C,M_RIC,Medium,RIC,C,3,22,M_RIC_3,M_RIC_3_22,4,8,"4, 8"
541,C,M_SS8,Medium,SS8,C,3,13,M_SS8_3,M_SS8_3_13,3,1,"3, 1"
542,C,S_SS8,Severe,SS8,C,3,38,S_SS8_3,S_SS8_3_38,7,3,"7, 3"
545,C,L_SS8,Low,SS8,B,2,2,L_SS8_2,L_SS8_2_2,1,3,"1, 3"
546,C,S_SS8,Severe,SS8,B,2,7,S_SS8_2,S_SS8_2_7,2,2,"2, 2"
547,C,S_RIC,Severe,RIC,A,1,8,S_RIC_1,S_RIC_1_8,2,4,"2, 4"
548,C,S_SS8,Severe,SS8,B,2,13,S_SS8_2,S_SS8_2_13,3,1,"3, 1"
552,C,C,Control,C,D,3,15,C_3,C_3_15,3,5,"3, 5"
553,C,L_SD,Low,SD,B,2,25,L_SD_2,L_SD_2_25,5,1,"5, 1"
555,C,L_SD,Low,SD,A,1,34,L_SD_1,L_SD_1_34,6,8,"6, 8"
557,C,S_SD,Severe,SD,B,2,42,S_SD_2,S_SD_2_42,7,11,"7, 11"
559,C,S_SS8,Severe,SS8,B,2,9,S_SS8_2,S_SS8_2_9,2,6,"2, 6"
561,C,C,Control,C,D,1,28,C_1,C_1_28,5,7,"5, 7"
562,C,M_SD,Medium,SD,C,3,41,M_SD_3,M_SD_3_41,7,9,"7, 9"
563,C,M_RIC,Medium,RIC,B,2,10,M_RIC_2,M_RIC_2_10,2,8,"2, 8"
564,C,C,Control,C,D,1,15,C_1,C_1_15,3,5,"3, 5"
565,C,L_SD,Low,SD,A,1,33,L_SD_1,L_SD_1_33,6,6,"6, 6"
566,C,C,Control,C,D,2,2,C_2,C_2_2,1,3,"1, 3"
567,C,M_RIC,Medium,RIC,B,2,40,M_RIC_2,M_RIC_2_40,7,7,"7, 7"
569,C,M_RIC,Medium,RIC,B,2,38,M_RIC_2,M_RIC_2_38,7,3,"7, 3"
570,C,S_SD,Severe,SD,C,3,32,S_SD_3,S_SD_3_32,6,4,"6, 4"
571,C,L_SD,Low,SD,C,3,3,L_SD_3,L_SD_3_3,1,5,"1, 5"
572,C,L_SD,Low,SD,A,1,16,L_SD_1,L_SD_1_16,3,7,"3, 7"
575,C,L_RIC,Low,RIC,B,2,28,L_RIC_2,L_RIC_2_28,5,7,"5, 7"
581,C,L_RIC,Low,RIC,C,3,39,L_RIC_3,L_RIC_3_39,7,5,"7, 5"
585,C,M_RIC,Medium,RIC,B,2,27,M_RIC_2,M_RIC_2_27,5,5,"5, 5"
588,C,S_SS8,Severe,SS8,B,2,4,S_SS8_2,S_SS8_2_4,1,7,"1, 7"
